instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,count,cnt,type
449,2012-03-24T00:00:00Z,spring,1,3,0,Sat,0,2,0.5025,0.486733,0.885417,0.192783,1033,3372,casual
450,2012-03-25T00:00:00Z,spring,1,3,0,Sun,0,2,0.4375,0.437488,0.880833,0.220775,1532,4996,casual
451,2012-03-26T00:00:00Z,spring,1,3,0,Mon,1,1,0.445833,0.43875,0.477917,0.386821,795,5558,casual
452,2012-03-27T00:00:00Z,spring,1,3,0,Tues,1,1,0.323333,0.315654,0.29,0.187192,531,5102,casual
453,2012-03-28T00:00:00Z,spring,1,3,0,Wed,1,1,0.484167,0.47095,0.48125,0.291671,674,5698,casual
454,2012-03-29T00:00:00Z,spring,1,3,0,Thu,1,1,0.494167,0.482304,0.439167,0.31965,834,6133,casual
455,2012-03-30T00:00:00Z,spring,1,3,0,Fri,1,2,0.37,0.375621,0.580833,0.138067,796,5459,casual
456,2012-03-31T00:00:00Z,spring,1,3,0,Sat,0,2,0.424167,0.421708,0.738333,0.250617,2301,6235,casual
457,2012-04-01T00:00:00Z,spring,1,4,0,Sun,0,2,0.425833,0.417287,0.67625,0.172267,2347,6041,casual
458,2012-04-02T00:00:00Z,spring,1,4,0,Mon,1,1,0.433913,0.427513,0.504348,0.312139,1208,5936,casual
459,2012-04-03T00:00:00Z,spring,1,4,0,Tues,1,1,0.466667,0.461483,0.396667,0.100133,1348,6772,casual
460,2012-04-04T00:00:00Z,spring,1,4,0,Wed,1,1,0.541667,0.53345,0.469583,0.180975,1058,6436,casual
461,2012-04-05T00:00:00Z,spring,1,4,0,Thu,1,1,0.435,0.431163,0.374167,0.219529,1192,6457,casual
462,2012-04-06T00:00:00Z,spring,1,4,0,Fri,1,1,0.403333,0.390767,0.377083,0.300388,1807,6460,casual
463,2012-04-07T00:00:00Z,spring,1,4,0,Sat,0,1,0.4375,0.426129,0.254167,0.274871,3252,6857,casual
464,2012-04-08T00:00:00Z,spring,1,4,0,Sun,0,1,0.5,0.492425,0.275833,0.232596,2230,5169,casual
465,2012-04-09T00:00:00Z,spring,1,4,0,Mon,1,1,0.489167,0.476638,0.3175,0.358196,905,5585,casual
466,2012-04-10T00:00:00Z,spring,1,4,0,Tues,1,1,0.446667,0.436233,0.435,0.249375,819,5918,casual
467,2012-04-11T00:00:00Z,spring,1,4,0,Wed,1,1,0.348696,0.337274,0.469565,0.295274,482,4862,casual
468,2012-04-12T00:00:00Z,spring,1,4,0,Thu,1,1,0.3975,0.387604,0.46625,0.290429,663,5409,casual
469,2012-04-13T00:00:00Z,spring,1,4,0,Fri,1,1,0.4425,0.431808,0.408333,0.155471,1252,6398,casual
470,2012-04-14T00:00:00Z,spring,1,4,0,Sat,0,1,0.495,0.487996,0.502917,0.190917,2795,7460,casual
471,2012-04-15T00:00:00Z,spring,1,4,0,Sun,0,1,0.606667,0.573875,0.507917,0.225129,2846,7132,casual
472,2012-04-16T00:00:00Z,spring,1,4,1,Mon,0,1,0.664167,0.614925,0.561667,0.284829,1198,6370,casual
473,2012-04-17T00:00:00Z,spring,1,4,0,Tues,1,1,0.608333,0.598487,0.390417,0.273629,989,6691,casual
474,2012-04-18T00:00:00Z,spring,1,4,0,Wed,1,2,0.463333,0.457038,0.569167,0.167912,347,4367,casual
475,2012-04-19T00:00:00Z,spring,1,4,0,Thu,1,1,0.498333,0.493046,0.6125,0.0659292,846,6565,casual
476,2012-04-20T00:00:00Z,spring,1,4,0,Fri,1,1,0.526667,0.515775,0.694583,0.149871,1340,7290,casual
477,2012-04-21T00:00:00Z,spring,1,4,0,Sat,0,1,0.57,0.542921,0.682917,0.283587,2541,6624,casual
478,2012-04-22T00:00:00Z,spring,1,4,0,Sun,0,3,0.396667,0.389504,0.835417,0.344546,120,1027,casual
479,2012-04-23T00:00:00Z,spring,1,4,0,Mon,1,2,0.321667,0.301125,0.766667,0.303496,195,3214,casual
480,2012-04-24T00:00:00Z,spring,1,4,0,Tues,1,1,0.413333,0.405283,0.454167,0.249383,518,5633,casual
481,2012-04-25T00:00:00Z,spring,1,4,0,Wed,1,1,0.476667,0.470317,0.427917,0.118792,655,6196,casual
482,2012-04-26T00:00:00Z,spring,1,4,0,Thu,1,2,0.498333,0.483583,0.756667,0.176625,475,5026,casual
483,2012-04-27T00:00:00Z,spring,1,4,0,Fri,1,1,0.4575,0.452637,0.400833,0.347633,1014,6233,casual
484,2012-04-28T00:00:00Z,spring,1,4,0,Sat,0,2,0.376667,0.377504,0.489583,0.129975,1120,4220,casual
485,2012-04-29T00:00:00Z,spring,1,4,0,Sun,0,1,0.458333,0.450121,0.587083,0.116908,2229,6304,casual
486,2012-04-30T00:00:00Z,spring,1,4,0,Mon,1,2,0.464167,0.457696,0.57,0.171638,665,5572,casual
487,2012-05-01T00:00:00Z,spring,1,5,0,Tues,1,2,0.613333,0.577021,0.659583,0.156096,653,5740,casual
488,2012-05-02T00:00:00Z,spring,1,5,0,Wed,1,1,0.564167,0.537896,0.797083,0.138058,667,6169,casual
489,2012-05-03T00:00:00Z,spring,1,5,0,Thu,1,2,0.56,0.537242,0.768333,0.133696,764,6421,casual
490,2012-05-04T00:00:00Z,spring,1,5,0,Fri,1,1,0.6275,0.590917,0.735417,0.162938,1069,6296,casual
491,2012-05-05T00:00:00Z,spring,1,5,0,Sat,0,2,0.621667,0.584608,0.756667,0.152992,2496,6883,casual
492,2012-05-06T00:00:00Z,spring,1,5,0,Sun,0,2,0.5625,0.546737,0.74,0.149879,2135,6359,casual
493,2012-05-07T00:00:00Z,spring,1,5,0,Mon,1,2,0.5375,0.527142,0.664167,0.230721,1008,6273,casual
494,2012-05-08T00:00:00Z,spring,1,5,0,Tues,1,2,0.581667,0.557471,0.685833,0.296029,738,5728,casual
495,2012-05-09T00:00:00Z,spring,1,5,0,Wed,1,2,0.575,0.553025,0.744167,0.216412,620,4717,casual
496,2012-05-10T00:00:00Z,spring,1,5,0,Thu,1,1,0.505833,0.491783,0.552083,0.314063,1026,6572,casual
497,2012-05-11T00:00:00Z,spring,1,5,0,Fri,1,1,0.533333,0.520833,0.360417,0.236937,1319,7030,casual
498,2012-05-12T00:00:00Z,spring,1,5,0,Sat,0,1,0.564167,0.544817,0.480417,0.123133,2622,7429,casual
499,2012-05-13T00:00:00Z,spring,1,5,0,Sun,0,1,0.6125,0.585238,0.57625,0.225117,2172,6118,casual
500,2012-05-14T00:00:00Z,spring,1,5,0,Mon,1,2,0.573333,0.54990000000000006,0.789583,0.212692,342,2843,casual
501,2012-05-15T00:00:00Z,spring,1,5,0,Tues,1,2,0.611667,0.576404,0.794583,0.147392,625,5115,casual
502,2012-05-16T00:00:00Z,spring,1,5,0,Wed,1,1,0.636667,0.595975,0.697917,0.122512,991,7424,casual
503,2012-05-17T00:00:00Z,spring,1,5,0,Thu,1,1,0.593333,0.572613,0.52,0.229475,1242,7384,casual
504,2012-05-18T00:00:00Z,spring,1,5,0,Fri,1,1,0.564167,0.551121,0.523333,0.136817,1521,7639,casual
505,2012-05-19T00:00:00Z,spring,1,5,0,Sat,0,1,0.6,0.566908,0.45625,0.083975,3410,8294,casual
506,2012-05-20T00:00:00Z,spring,1,5,0,Sun,0,1,0.620833,0.583967,0.530417,0.254367,2704,7129,casual
507,2012-05-21T00:00:00Z,spring,1,5,0,Mon,1,2,0.598333,0.565667,0.81125,0.233204,630,4359,casual
508,2012-05-22T00:00:00Z,spring,1,5,0,Tues,1,2,0.615,0.580825,0.765833,0.118167,819,6073,casual
509,2012-05-23T00:00:00Z,spring,1,5,0,Wed,1,2,0.621667,0.584612,0.774583,0.102,766,5260,casual
510,2012-05-24T00:00:00Z,spring,1,5,0,Thu,1,1,0.655,0.6067,0.716667,0.172896,1059,6770,casual
511,2012-05-25T00:00:00Z,spring,1,5,0,Fri,1,1,0.68,0.627529,0.747083,0.14055,1417,6734,casual
512,2012-05-26T00:00:00Z,spring,1,5,0,Sat,0,1,0.6925,0.642696,0.7325,0.198992,2855,6536,casual
513,2012-05-27T00:00:00Z,spring,1,5,0,Sun,0,1,0.69,0.641425,0.697083,0.215171,3283,6591,casual
514,2012-05-28T00:00:00Z,spring,1,5,1,Mon,0,1,0.7125,0.6793,0.67625,0.196521,2557,6043,casual
515,2012-05-29T00:00:00Z,spring,1,5,0,Tues,1,1,0.7225,0.672992,0.684583,0.2954,880,5743,casual
516,2012-05-30T00:00:00Z,spring,1,5,0,Wed,1,2,0.656667,0.611129,0.67,0.134329,745,6855,casual
517,2012-05-31T00:00:00Z,spring,1,5,0,Thu,1,1,0.68,0.631329,0.492917,0.195279,1100,7338,casual
518,2012-06-01T00:00:00Z,spring,1,6,0,Fri,1,2,0.654167,0.607962,0.755417,0.237563,533,4127,casual
519,2012-06-02T00:00:00Z,spring,1,6,0,Sat,0,1,0.583333,0.566288,0.549167,0.186562,2795,8120,casual
520,2012-06-03T00:00:00Z,spring,1,6,0,Sun,0,1,0.6025,0.575133,0.493333,0.184087,2494,7641,casual
521,2012-06-04T00:00:00Z,spring,1,6,0,Mon,1,1,0.5975,0.578283,0.487083,0.284833,1071,6998,casual
522,2012-06-05T00:00:00Z,spring,1,6,0,Tues,1,2,0.540833,0.525892,0.613333,0.209575,968,7001,casual
523,2012-06-06T00:00:00Z,spring,1,6,0,Wed,1,1,0.554167,0.542292,0.61125,0.077125,1027,7055,casual
524,2012-06-07T00:00:00Z,spring,1,6,0,Thu,1,1,0.6025,0.569442,0.567083,0.15735,1038,7494,casual
525,2012-06-08T00:00:00Z,spring,1,6,0,Fri,1,1,0.649167,0.597862,0.467917,0.175383,1488,7736,casual
526,2012-06-09T00:00:00Z,spring,1,6,0,Sat,0,1,0.710833,0.648367,0.437083,0.144287,2708,7498,casual
527,2012-06-10T00:00:00Z,spring,1,6,0,Sun,0,1,0.726667,0.663517,0.538333,0.133721,2224,6598,casual
528,2012-06-11T00:00:00Z,spring,1,6,0,Mon,1,2,0.720833,0.659721,0.587917,0.207713,1017,6664,casual
529,2012-06-12T00:00:00Z,spring,1,6,0,Tues,1,2,0.653333,0.597875,0.833333,0.214546,477,4972,casual
530,2012-06-13T00:00:00Z,spring,1,6,0,Wed,1,1,0.655833,0.611117,0.582083,0.343279,1173,7421,casual
531,2012-06-14T00:00:00Z,spring,1,6,0,Thu,1,1,0.648333,0.624383,0.569583,0.253733,1180,7363,casual
532,2012-06-15T00:00:00Z,spring,1,6,0,Fri,1,1,0.639167,0.599754,0.589583,0.176617,1563,7665,casual
533,2012-06-16T00:00:00Z,spring,1,6,0,Sat,0,1,0.631667,0.594708,0.504167,0.166667,2963,7702,casual
534,2012-06-17T00:00:00Z,spring,1,6,0,Sun,0,1,0.5925,0.571975,0.59875,0.144904,2634,6978,casual
535,2012-06-18T00:00:00Z,spring,1,6,0,Mon,1,2,0.568333,0.544842,0.777917,0.174746,653,5099,casual
536,2012-06-19T00:00:00Z,spring,1,6,0,Tues,1,1,0.688333,0.654692,0.69,0.148017,968,6825,casual
537,2012-06-20T00:00:00Z,spring,1,6,0,Wed,1,1,0.7825,0.720975,0.592083,0.113812,872,6211,casual
538,2012-06-21T00:00:00Z,summer,1,6,0,Thu,1,1,0.805833,0.752542,0.567917,0.118787,778,5905,casual
539,2012-06-22T00:00:00Z,summer,1,6,0,Fri,1,1,0.7775,0.724121,0.57375,0.182842,964,5823,casual
540,2012-06-23T00:00:00Z,summer,1,6,0,Sat,0,1,0.731667,0.652792,0.534583,0.179721,2657,7458,casual
541,2012-06-24T00:00:00Z,summer,1,6,0,Sun,0,1,0.743333,0.674254,0.479167,0.145525,2551,6891,casual
542,2012-06-25T00:00:00Z,summer,1,6,0,Mon,1,1,0.715833,0.654042,0.504167,0.300383,1139,6779,casual
543,2012-06-26T00:00:00Z,summer,1,6,0,Tues,1,1,0.630833,0.594704,0.373333,0.347642,1077,7442,casual
544,2012-06-27T00:00:00Z,summer,1,6,0,Wed,1,1,0.6975,0.640792,0.36,0.271775,1077,7335,casual
545,2012-06-28T00:00:00Z,summer,1,6,0,Thu,1,1,0.749167,0.675512,0.4225,0.17165,921,6879,casual
546,2012-06-29T00:00:00Z,summer,1,6,0,Fri,1,1,0.834167,0.786613,0.48875,0.165417,829,5463,casual
547,2012-06-30T00:00:00Z,summer,1,6,0,Sat,0,1,0.765,0.687508,0.60125,0.161071,1455,5687,casual
548,2012-07-01T00:00:00Z,summer,1,7,0,Sun,0,1,0.815833,0.750629,0.51875,0.168529,1421,5531,casual
549,2012-07-02T00:00:00Z,summer,1,7,0,Mon,1,1,0.781667,0.702038,0.447083,0.195267,904,6227,casual
550,2012-07-03T00:00:00Z,summer,1,7,0,Tues,1,1,0.780833,0.70265,0.492083,0.126237,1052,6660,casual
551,2012-07-04T00:00:00Z,summer,1,7,1,Wed,0,1,0.789167,0.732337,0.53875,0.13495,2562,7403,casual
552,2012-07-05T00:00:00Z,summer,1,7,0,Thu,1,1,0.8275,0.761367,0.457917,0.194029,1405,6241,casual
553,2012-07-06T00:00:00Z,summer,1,7,0,Fri,1,1,0.828333,0.752533,0.450833,0.146142,1366,6207,casual
554,2012-07-07T00:00:00Z,summer,1,7,0,Sat,0,1,0.861667,0.804913,0.492083,0.163554,1448,4840,casual
555,2012-07-08T00:00:00Z,summer,1,7,0,Sun,0,1,0.8225,0.790396,0.57375,0.125629,1203,4672,casual
556,2012-07-09T00:00:00Z,summer,1,7,0,Mon,1,2,0.710833,0.654054,0.683333,0.180975,998,6569,casual
557,2012-07-10T00:00:00Z,summer,1,7,0,Tues,1,2,0.720833,0.664796,0.6675,0.151737,954,6290,casual
558,2012-07-11T00:00:00Z,summer,1,7,0,Wed,1,1,0.716667,0.650271,0.633333,0.151733,975,7264,casual
559,2012-07-12T00:00:00Z,summer,1,7,0,Thu,1,1,0.715833,0.654683,0.529583,0.146775,1032,7446,casual
560,2012-07-13T00:00:00Z,summer,1,7,0,Fri,1,2,0.731667,0.667933,0.485833,0.08085,1511,7499,casual
561,2012-07-14T00:00:00Z,summer,1,7,0,Sat,0,2,0.703333,0.666042,0.699167,0.143679,2355,6969,casual
562,2012-07-15T00:00:00Z,summer,1,7,0,Sun,0,1,0.745833,0.705196,0.717917,0.166667,1920,6031,casual
563,2012-07-16T00:00:00Z,summer,1,7,0,Mon,1,1,0.763333,0.724125,0.645,0.164187,1088,6830,casual
564,2012-07-17T00:00:00Z,summer,1,7,0,Tues,1,1,0.818333,0.755683,0.505833,0.114429,921,6786,casual
565,2012-07-18T00:00:00Z,summer,1,7,0,Wed,1,1,0.793333,0.745583,0.577083,0.137442,799,5713,casual
566,2012-07-19T00:00:00Z,summer,1,7,0,Thu,1,1,0.77,0.714642,0.600417,0.165429,888,6591,casual
567,2012-07-20T00:00:00Z,summer,1,7,0,Fri,1,2,0.665833,0.613025,0.844167,0.20896700000000001,747,5870,casual
568,2012-07-21T00:00:00Z,summer,1,7,0,Sat,0,3,0.595833,0.549912,0.865417,0.2133,1264,4459,casual
569,2012-07-22T00:00:00Z,summer,1,7,0,Sun,0,2,0.6675,0.623125,0.7625,0.0939208,2544,7410,casual
570,2012-07-23T00:00:00Z,summer,1,7,0,Mon,1,1,0.741667,0.690017,0.694167,0.138683,1135,6966,casual
571,2012-07-24T00:00:00Z,summer,1,7,0,Tues,1,1,0.750833,0.70645,0.655,0.211454,1140,7592,casual
572,2012-07-25T00:00:00Z,summer,1,7,0,Wed,1,1,0.724167,0.654054,0.45,0.1648,1383,8173,casual
573,2012-07-26T00:00:00Z,summer,1,7,0,Thu,1,1,0.776667,0.739263,0.596667,0.284813,1036,6861,casual
574,2012-07-27T00:00:00Z,summer,1,7,0,Fri,1,1,0.781667,0.734217,0.594583,0.152992,1259,6904,casual
575,2012-07-28T00:00:00Z,summer,1,7,0,Sat,0,1,0.755833,0.697604,0.613333,0.15735,2234,6685,casual
576,2012-07-29T00:00:00Z,summer,1,7,0,Sun,0,1,0.721667,0.667933,0.62375,0.170396,2153,6597,casual
577,2012-07-30T00:00:00Z,summer,1,7,0,Mon,1,1,0.730833,0.684987,0.66875,0.153617,1040,7105,casual
578,2012-07-31T00:00:00Z,summer,1,7,0,Tues,1,1,0.713333,0.662896,0.704167,0.165425,968,7216,casual
579,2012-08-01T00:00:00Z,summer,1,8,0,Wed,1,1,0.7175,0.667308,0.6775,0.141179,1074,7580,casual
580,2012-08-02T00:00:00Z,summer,1,8,0,Thu,1,1,0.7525,0.707088,0.659583,0.129354,983,7261,casual
581,2012-08-03T00:00:00Z,summer,1,8,0,Fri,1,2,0.765833,0.722867,0.6425,0.215792,1328,7175,casual
582,2012-08-04T00:00:00Z,summer,1,8,0,Sat,0,1,0.793333,0.751267,0.613333,0.257458,2345,6824,casual
583,2012-08-05T00:00:00Z,summer,1,8,0,Sun,0,1,0.769167,0.731079,0.6525,0.290421,1707,5464,casual
584,2012-08-06T00:00:00Z,summer,1,8,0,Mon,1,2,0.7525,0.710246,0.654167,0.129354,1233,7013,casual
585,2012-08-07T00:00:00Z,summer,1,8,0,Tues,1,2,0.735833,0.697621,0.70375,0.116908,1278,7273,casual
586,2012-08-08T00:00:00Z,summer,1,8,0,Wed,1,2,0.75,0.707717,0.672917,0.1107,1263,7534,casual
587,2012-08-09T00:00:00Z,summer,1,8,0,Thu,1,1,0.755833,0.699508,0.620417,0.1561,1196,7286,casual
588,2012-08-10T00:00:00Z,summer,1,8,0,Fri,1,2,0.715833,0.667942,0.715833,0.238813,1065,5786,casual
589,2012-08-11T00:00:00Z,summer,1,8,0,Sat,0,2,0.6925,0.638267,0.732917,0.206479,2247,6299,casual
590,2012-08-12T00:00:00Z,summer,1,8,0,Sun,0,1,0.700833,0.644579,0.530417,0.122512,2182,6544,casual
591,2012-08-13T00:00:00Z,summer,1,8,0,Mon,1,1,0.720833,0.662254,0.545417,0.136212,1207,6883,casual
592,2012-08-14T00:00:00Z,summer,1,8,0,Tues,1,1,0.726667,0.676779,0.686667,0.169158,1128,6784,casual
593,2012-08-15T00:00:00Z,summer,1,8,0,Wed,1,1,0.706667,0.654037,0.619583,0.169771,1198,7347,casual
594,2012-08-16T00:00:00Z,summer,1,8,0,Thu,1,1,0.719167,0.654688,0.519167,0.141796,1338,7605,casual
595,2012-08-17T00:00:00Z,summer,1,8,0,Fri,1,1,0.723333,0.2424,0.570833,0.231354,1483,7148,casual
596,2012-08-18T00:00:00Z,summer,1,8,0,Sat,0,1,0.678333,0.618071,0.603333,0.177867,2827,7865,casual
597,2012-08-19T00:00:00Z,summer,1,8,0,Sun,0,2,0.635833,0.603554,0.711667,0.08645,1208,4549,casual
598,2012-08-20T00:00:00Z,summer,1,8,0,Mon,1,2,0.635833,0.595967,0.734167,0.129979,1026,6530,casual
599,2012-08-21T00:00:00Z,summer,1,8,0,Tues,1,1,0.649167,0.601025,0.67375,0.0727708,1081,7006,casual
600,2012-08-22T00:00:00Z,summer,1,8,0,Wed,1,1,0.6675,0.621854,0.677083,0.0702833,1094,7375,casual
601,2012-08-23T00:00:00Z,summer,1,8,0,Thu,1,1,0.695833,0.637008,0.635833,0.0845958,1363,7765,casual
602,2012-08-24T00:00:00Z,summer,1,8,0,Fri,1,2,0.7025,0.6471,0.615,0.0721458,1325,7582,casual
603,2012-08-25T00:00:00Z,summer,1,8,0,Sat,0,2,0.661667,0.618696,0.712917,0.244408,1829,6053,casual
604,2012-08-26T00:00:00Z,summer,1,8,0,Sun,0,2,0.653333,0.595996,0.845833,0.228858,1483,5255,casual
605,2012-08-27T00:00:00Z,summer,1,8,0,Mon,1,1,0.703333,0.654688,0.730417,0.128733,989,6917,casual
606,2012-08-28T00:00:00Z,summer,1,8,0,Tues,1,1,0.728333,0.66605,0.62,0.190925,935,7040,casual
607,2012-08-29T00:00:00Z,summer,1,8,0,Wed,1,1,0.685,0.635733,0.552083,0.112562,1177,7697,casual
608,2012-08-30T00:00:00Z,summer,1,8,0,Thu,1,1,0.706667,0.652779,0.590417,0.0771167,1172,7713,casual
609,2012-08-31T00:00:00Z,summer,1,8,0,Fri,1,1,0.764167,0.6894,0.5875,0.168533,1433,7350,casual
610,2012-09-01T00:00:00Z,summer,1,9,0,Sat,0,2,0.753333,0.702654,0.638333,0.113187,2352,6140,casual
611,2012-09-02T00:00:00Z,summer,1,9,0,Sun,0,2,0.696667,0.649,0.815,0.0640708,2613,5810,casual
612,2012-09-03T00:00:00Z,summer,1,9,1,Mon,0,1,0.7075,0.661629,0.790833,0.151121,1965,6034,casual
613,2012-09-04T00:00:00Z,summer,1,9,0,Tues,1,1,0.725833,0.686888,0.755,0.236321,867,6864,casual
614,2012-09-05T00:00:00Z,summer,1,9,0,Wed,1,1,0.736667,0.708983,0.74125,0.187808,832,7112,casual
615,2012-09-06T00:00:00Z,summer,1,9,0,Thu,1,2,0.696667,0.655329,0.810417,0.142421,611,6203,casual
616,2012-09-07T00:00:00Z,summer,1,9,0,Fri,1,1,0.703333,0.657204,0.73625,0.171646,1045,7504,casual
617,2012-09-08T00:00:00Z,summer,1,9,0,Sat,0,2,0.659167,0.611121,0.799167,0.281104,1557,5976,casual
618,2012-09-09T00:00:00Z,summer,1,9,0,Sun,0,1,0.61,0.578925,0.5475,0.224496,2570,8227,casual
619,2012-09-10T00:00:00Z,summer,1,9,0,Mon,1,1,0.583333,0.565654,0.50375,0.258713,1118,7525,casual
620,2012-09-11T00:00:00Z,summer,1,9,0,Tues,1,1,0.5775,0.554292,0.52,0.0920542,1070,7767,casual
621,2012-09-12T00:00:00Z,summer,1,9,0,Wed,1,1,0.599167,0.570075,0.577083,0.131846,1050,7870,casual
622,2012-09-13T00:00:00Z,summer,1,9,0,Thu,1,1,0.6125,0.579558,0.637083,0.0827208,1054,7804,casual
623,2012-09-14T00:00:00Z,summer,1,9,0,Fri,1,1,0.633333,0.594083,0.6725,0.103863,1379,8009,casual
624,2012-09-15T00:00:00Z,summer,1,9,0,Sat,0,1,0.608333,0.585867,0.501667,0.247521,3160,8714,casual
625,2012-09-16T00:00:00Z,summer,1,9,0,Sun,0,1,0.58,0.563125,0.57,0.0901833,2166,7333,casual
626,2012-09-17T00:00:00Z,summer,1,9,0,Mon,1,2,0.580833,0.55305,0.734583,0.151742,1022,6869,casual
627,2012-09-18T00:00:00Z,summer,1,9,0,Tues,1,2,0.623333,0.565067,0.8725,0.357587,371,4073,casual
628,2012-09-19T00:00:00Z,summer,1,9,0,Wed,1,1,0.5525,0.540404,0.536667,0.215175,788,7591,casual
629,2012-09-20T00:00:00Z,summer,1,9,0,Thu,1,1,0.546667,0.532192,0.618333,0.118167,939,7720,casual
630,2012-09-21T00:00:00Z,summer,1,9,0,Fri,1,1,0.599167,0.571971,0.66875,0.154229,1250,8167,casual
631,2012-09-22T00:00:00Z,summer,1,9,0,Sat,0,1,0.65,0.610488,0.646667,0.283583,2512,8395,casual
632,2012-09-23T00:00:00Z,fall,1,9,0,Sun,0,1,0.529167,0.518933,0.467083,0.223258,2454,7907,casual
633,2012-09-24T00:00:00Z,fall,1,9,0,Mon,1,1,0.514167,0.502513,0.492917,0.142404,1001,7436,casual
634,2012-09-25T00:00:00Z,fall,1,9,0,Tues,1,1,0.55,0.544179,0.57,0.236321,845,7538,casual
635,2012-09-26T00:00:00Z,fall,1,9,0,Wed,1,1,0.635,0.596613,0.630833,0.2444,787,7733,casual
636,2012-09-27T00:00:00Z,fall,1,9,0,Thu,1,2,0.65,0.607975,0.690833,0.134342,751,7393,casual
637,2012-09-28T00:00:00Z,fall,1,9,0,Fri,1,2,0.619167,0.585863,0.69,0.164179,1045,7415,casual
638,2012-09-29T00:00:00Z,fall,1,9,0,Sat,0,1,0.5425,0.530296,0.542917,0.227604,2589,8555,casual
639,2012-09-30T00:00:00Z,fall,1,9,0,Sun,0,1,0.526667,0.517663,0.583333,0.134958,2015,6889,casual
640,2012-10-01T00:00:00Z,fall,1,10,0,Mon,1,2,0.520833,0.512,0.649167,0.0908042,763,6778,casual
641,2012-10-02T00:00:00Z,fall,1,10,0,Tues,1,3,0.590833,0.542333,0.871667,0.104475,315,4639,casual
642,2012-10-03T00:00:00Z,fall,1,10,0,Wed,1,2,0.6575,0.599133,0.79375,0.0665458,728,7572,casual
643,2012-10-04T00:00:00Z,fall,1,10,0,Thu,1,2,0.6575,0.607975,0.722917,0.117546,891,7328,casual
644,2012-10-05T00:00:00Z,fall,1,10,0,Fri,1,1,0.615,0.580187,0.6275,0.10635,1516,8156,casual
645,2012-10-06T00:00:00Z,fall,1,10,0,Sat,0,1,0.554167,0.538521,0.664167,0.268025,3031,7965,casual
646,2012-10-07T00:00:00Z,fall,1,10,0,Sun,0,2,0.415833,0.419813,0.708333,0.141162,781,3510,casual
647,2012-10-08T00:00:00Z,fall,1,10,1,Mon,0,2,0.383333,0.387608,0.709583,0.189679,874,5478,casual
648,2012-10-09T00:00:00Z,fall,1,10,0,Tues,1,2,0.446667,0.438112,0.761667,0.1903,601,6392,casual
649,2012-10-10T00:00:00Z,fall,1,10,0,Wed,1,1,0.514167,0.503142,0.630833,0.187821,780,7691,casual
650,2012-10-11T00:00:00Z,fall,1,10,0,Thu,1,1,0.435,0.431167,0.463333,0.181596,834,7570,casual
651,2012-10-12T00:00:00Z,fall,1,10,0,Fri,1,1,0.4375,0.433071,0.539167,0.235092,1060,7282,casual
652,2012-10-13T00:00:00Z,fall,1,10,0,Sat,0,1,0.393333,0.391396,0.494583,0.146142,2252,7109,casual
653,2012-10-14T00:00:00Z,fall,1,10,0,Sun,0,1,0.521667,0.508204,0.640417,0.278612,2080,6639,casual
654,2012-10-15T00:00:00Z,fall,1,10,0,Mon,1,2,0.561667,0.53915,0.7075,0.296037,760,5875,casual
655,2012-10-16T00:00:00Z,fall,1,10,0,Tues,1,1,0.468333,0.460846,0.558333,0.182221,922,7534,casual
656,2012-10-17T00:00:00Z,fall,1,10,0,Wed,1,1,0.455833,0.450108,0.692917,0.101371,979,7461,casual
657,2012-10-18T00:00:00Z,fall,1,10,0,Thu,1,2,0.5225,0.512625,0.728333,0.236937,1008,7509,casual
658,2012-10-19T00:00:00Z,fall,1,10,0,Fri,1,2,0.563333,0.537896,0.815,0.134954,753,5424,casual
659,2012-10-20T00:00:00Z,fall,1,10,0,Sat,0,1,0.484167,0.472842,0.572917,0.117537,2806,8090,casual
660,2012-10-21T00:00:00Z,fall,1,10,0,Sun,0,1,0.464167,0.456429,0.51,0.166054,2132,6824,casual
661,2012-10-22T00:00:00Z,fall,1,10,0,Mon,1,1,0.4875,0.482942,0.568333,0.0814833,830,7058,casual
662,2012-10-23T00:00:00Z,fall,1,10,0,Tues,1,1,0.544167,0.530304,0.641667,0.0945458,841,7466,casual
663,2012-10-24T00:00:00Z,fall,1,10,0,Wed,1,1,0.5875,0.558721,0.63625,0.0727792,795,7693,casual
664,2012-10-25T00:00:00Z,fall,1,10,0,Thu,1,2,0.55,0.529688,0.800417,0.124375,875,7359,casual
665,2012-10-26T00:00:00Z,fall,1,10,0,Fri,1,2,0.545833,0.52275,0.807083,0.132467,1182,7444,casual
666,2012-10-27T00:00:00Z,fall,1,10,0,Sat,0,2,0.53,0.515133,0.72,0.235692,2643,7852,casual
667,2012-10-28T00:00:00Z,fall,1,10,0,Sun,0,2,0.4775,0.467771,0.694583,0.398008,998,4459,casual
668,2012-10-29T00:00:00Z,fall,1,10,0,Mon,1,3,0.44,0.4394,0.88,0.3582,2,22,casual
669,2012-10-30T00:00:00Z,fall,1,10,0,Tues,1,2,0.318182,0.309909,0.825455,0.213009,87,1096,casual
670,2012-10-31T00:00:00Z,fall,1,10,0,Wed,1,2,0.3575,0.3611,0.666667,0.166667,419,5566,casual
671,2012-11-01T00:00:00Z,fall,1,11,0,Thu,1,2,0.365833,0.369942,0.581667,0.157346,466,5986,casual
